NAISTYP_SORT; NAISTYP_C; NAISTYP_S20; NAISTYP_NAME_LAT; NAISTYP_NAME_DEU; NAISTYP_NAMK_DEU; NAISTYP_NAME_FRZ; NAISTYP_NAMK_FRZ; NTYP_C_ANHANG2A; NTYP_C_BSCHR_SEP; NTYP_C_BSCHR_TI; NTYP_W_B_ETAP1; NTYP_W_B_ETAP2; NTYP_G_P_ETAP1; NTYP_G_P_ETAP2; NTYP_BS_ETAP1; NTYP_BS_ETAP2; NTYP_SSKSMS_ETA1; NTYP_SSKSMS_ETA2; NTYP_DELARZE08; NTYP_C_ABGES; NTYP_C_GFX_ORT; NTYP_C_GFX_BODEN; NAISTYP_GFX; NAISTYP_WGES; NAISTYP_ANFP; NAISTYP_GFK; NAISTYP_GFEI; NAISTYP_GRB; NAISTYP_ANFP_05; NAISTYP_BEM; NTYP_NATP_ABK; NTYP_NATP_BED
1018.1;18*G   ;Y;"Adenostyle glabrae-Abieti-Fagetum caricetosum albae; Gebüschvariante";"Karbonat-Tannen-Buchenwald mit Weissegge; Gebüschvariante";"Karbonat-Ta-Bu-Wald mit Weissegge; Gebüschvariante";"Hêtraie à  Sapin avec Laiche blanche; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1019;19G    ;Y;"Luzulo-Abieti-Fagetum typicum; Gebüschvariante";"Typischer Waldsimsen-Tannen-Buchenwald; Gebüschvariante";"Typischer Waldsimsen-Ta-Bu-Wald; Gebüschvariante";"Hêtraie à  Sapin avec Luzule des forêts; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1019.000003;19FeG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1019.00006;19LG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1019.00021;19LPG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1019.001;19aG   ;Y;"Luzulo-Abieti-Fagetum calamagrostietosum arundinaceae; Gebüschvariante";"Waldsimsen-Tannen-Buchenwald mit Rohrreitgras; Gebüschvariante";"Waldsimsen-Ta-Bu-Wald mit Rohrreitgras; Gebüschvariante";"Hêtraie à  Sapin avec Luzule des forêts et Calamagrostide des forêts; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1019.007;19fG   ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1020;20G    ;Y;"Adenostylo alliariae-Abieti-Fagetum typicum; Gebüschvariante";"Hochstauden-Tannen-Buchenwald; Gebüschvariante";"Hochstauden-Ta-Bu-Wald; Gebüschvariante";"Hêtraie à  Sapin avec hautes herbes; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1020.000003;20FeG  ;;;;;;;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1020.00004;20EG   ;Y;"Adenostylo alliariae-Abieti-Fagetum hordelymetosum; Gebüschvariante";"Waldgersten-Tannen-Buchenwald; Gebüschvariante";"Waldgersten-Ta-Bu-Wald; Gebüschvariante";"Hêtraie à  Sapin avec Hordélyme d'Europe; variante buissonnante";;;;;;;;;;;;;;;;;;;FS;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1021;21G    ;Y;"Aceri-Fagetum; Gebüschvariante";"Ahorn-Buchenwald; Gebüschvariante";"Ahorn-Bu-Wald; Gebüschvariante";"Hêtraie à  Érable; variante buissonnante";;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1021.00006;21LG   ;;;;;;;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1021.1;21*G   ;Y;"Alno viridi-Sorbetum aucupariae; Gebüschvariante";"Grünerlen-Vogelbeerwald; Gebüschvariante";"Grünerlen-Vogelbeerwald; Gebüschvariante";"Forêt de Sorbiers à  Aune vert; variante buissonnante";;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1022;22G    ;;;;;;;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1022.000003;22FeG  ;;;;;;;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1022.00001;22AG   ;;;;;;;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1022.00002;22CG   ;;;;;;;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1022.1;22*G   ;;;;;;;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1023;23G    ;Y;"Sorbo-Aceretum; Gebüschvariante";"Mehlbeer-Ahornwald; Gebüschvariante";"Mehlbeer-Ahornwald; Gebüschvariante";"Erablaie à  Alisier; variante buissonnante";;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1023.000003;23FeG  ;;;;;;;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1023.1;23*G   ;;;;;;;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1024;24G    ;Y;"Ulmo-Aceretum asperuletosum taurinae; Gebüschvariante";"Ulmen-Ahornwald mit Turinermeister; Gebüschvariante";"Ulmen-Ahornwald mit Turinermeister; Gebüschvariante";"Erablaie à  Orme avec Aspérule de Turin; variante buissonnante";;;;;;;;;;;;;;;;;;"Ulmen-Ahornwald mit Turinermeister; Gebüschvariante";AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1024.1;24*G   ;Y;"Ulmo-Aceretum typicum; Gebüschvariante";"Typischer Ulmen-Ahornwald; Gebüschvariante";"Typischer Ulmen-Ahornwald; Gebüschvariante";"Erablaie à  Orme typique; variante buissonnante";;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1024.100003;24*FeG ;;;;;;;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1025;25G    ;Y;"Asperulo taurinae-Tilietum typicum; Gebüschvariante";"Typischer Turinermeister-Lindenwald; Gebüschvariante";"Typischer Turinermeister-Lindenwald; Gebüschvariante";"Tillaie à  Aspérule de Turin; variante buissonnante";;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1025.000003;25FeG  ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1025.00017;25OG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1025.001;25aG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1025.002;25BG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1025.005;25eG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1025.007;25fG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1025.017;25. Aug;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1025.1;25*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1026;26G    ;;;;;;;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1026.009;26hG   ;Y;"Aceri-Fraxinetum; Höhenausbildung; Gebüschvariante";"Ahorn-Eschenwald; Höhenausbildung; Gebüschvariante";"Ahorn-Eschenwald; Höhenausbildung; Gebüschvariante";"Frênaie à  Érable avec Adénostyle; variante buissonnante";;;;;;;;;;;;;;;;;;;AP;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1027;27G    ;Y;;"Bach-Eschenwald; Gebüschvariante";"Bach-Eschenwald; Gebüschvariante";"Frênaie à  Laiche; variante buissonnante";;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1027.00017;27OG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1027.009;27hG   ;Y;"Carici remotae-Fraxinetum; Ausbildung mit Petasites albus; Gebüschvariante";"Bach-Eschenwald; Höhenausbildung; ; Gebüschvariante";"Bach-Eschenwald; Höhenausbildung; Gebüschvariante";"Frênaie à  Laiche avec Adénostyle; variante buissonnante";;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1027.1;27*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1028;28G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1029;29G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1029.00001;29AG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1029.00002;29CG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1029.009;29hG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1030;30G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1031;31G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1032.00002;32CG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1032.00012;32SG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1032.00014;32VG   ;Y;"Violo-Alnetum incanae; Gebüschvariante";"Obermontaner Grauerlenwald; Gebüschvariante";"Obermontaner Grauerlenwald; Gebüschvariante";"Aunaie riveraine à  Pensée à  deux fleurs; variante buissonnante";;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1032.1;32*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1033.00014;33VG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1033.001;33aG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1033.002;33bG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1033.01;33mG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1034.001;34aG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1034.002;34bG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1034.1;34*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1035;35G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1035.00007;35MG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1035.00011;35QG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1035.00012;35SG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1035.001;35AG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1036;36G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1037;37G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1038;38G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1038.00012;38SG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1038.1;38*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1039;39G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1039.1;39*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1040.00008;40PG   ;Y;"Corylo-Populetum; Gebüschvariante";"Pionier-Aspen-Haselbuschwald; Gebüschvariante";"Pionier-Aspen-Haselbuschwald; Gebüschvariante";"Forêt pionnière de tremble et noisetier; variante buissonnante";;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;keine Zuordung möglich;
1040.000082;40PBlG ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1040.1;40*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1041;41G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1041.1;41*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1042.00002;42CG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1042.00011;42QG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1042.00014;42VG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1042.011;42rG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1042.012;42BG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1042.013;42tG   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1043;43G    ;;;;;;;;;;;;;;;;;;;;;;;;SA;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1043.00012;43SG   ;;;;;;;;;;;;;;;;;;;;;;;Weidengebüsch;SA;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1043.1;43*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1044;44G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1045;45G    ;;;;;;;;;;;;;;;;;;;;;;;;GüL;GEL;Gebüschwälder Laub;Gebüschwälder;;;;
1046;46G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1046.00007;46MG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1046.013;46tG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1046.1;46*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1047;47G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1047.00003;47DG   ;Y;"Calamagrostio-villosae-Abieti-Piceetum dryopteridetosum; Gebüschvariante";"Farnreicher Wollreitgras-Tannen-Fichtenwald; Gebüschvariante";"Farnreicher Wollreitgras-Ta-Fi-Wald; ; Gebüschvariante";"Pessière-Sapinière à  Calamagrostide velue riche en fougères; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1047.00007;47MG   ;Y;"Calamagrostio-villosae-Abieti-Piceetum melampyretosum; Gebüschvariante";"Wollreitgras-Tannen-Fichtenwald mit Wachtelweizen; Gebüschvariante";"Wollreitgras-Ta-Fi-Wald mit Wachtelweizen; Gebüschvariante";"Pessière-Sapinière à  Mélampyre; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1047.00016;47HG   ;Y;"Hypno-Piceetum; Gebüschvariante";"Zypressenschlafmoos-Fichtenwald; Gebüschvariante";"Zypressenschlafmoos-Fi-Wald; Gebüschvariante";"Pessière à  Hypne cyprès; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1047.1;47*G   ;Y;"Rhododendro-Abietetum; Gebüschvariante";"Alpenrosen-Lärchen-Tannenwald; Gebüschvariante";"Alpenrosen-Lärchen-Ta-Wald; Gebüschvariante";"Sapinière à  Mélèze avec Rhododendron; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1048;48G    ;Y;"Asplenio-Abieti-Piceetum; Gebüschvariante";"Blockschutt-Tannen-Fichtenwald; Gebüschvariante";"Blockschutt-Tannen-Fichtenwald; Gebüschvariante";"Pessière-Sapinière à  Asplénium sur gros blocs; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1049;49G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1049.1;49*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1050;50G    ;Y;"Adenostylo alliariae-Abieti-Piceetum typicum; Gebüschvariante";"Typischer Hochstauden-Tannen-Fichtenwald; Gebüschvariante";"Typischer Hochstauden-Ta-Fi-Wald; Gebüschvariante";"Pessière-Sapinière à  Adénostyle typique; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1050.000003;50FeG  ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1050.00008;50PG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1050.1;50*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1051;51G    ;Y;"Galio-Abieti-Piceetum typicum; Gebüschvariante";"Typischer Labkraut-Tannen-Fichtenwald; Gebüschvariante";"Typischer Labkraut-Ta-Fi-Wald; Gebüschvariante";"Pessière-Sapinière à  Gaillet typique; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1051.000003;51FeG  ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1051.00002;51CG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1052;52G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1052.00013;52TG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1053;53G    ;Y;"Polygalo chamaebuxi-Piceetum; Gebüschvariante";"Zwergbuchs-Fichtenwald; Gebüschvariante";"Zwergbuchs-Fi-Wald; Gebüschvariante";"Pessière à  Polygala petit buis; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1053;53TaG  ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1053.1;53*G   ;Y;"Erico-Piceetum typicum; Gebüschvariante";"Erika-Fichtenwald; Gebüschvariante";"Erika-Fi-Wald; Gebüschvariante";"Pessière à  Bruyère; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1054;54G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1055;55G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1055.1;55*G   ;Y;"Luzulo niveae-Piceetum; Gebüschvariante";"Schneesimsen-Fichtenwald; Gebüschvariante";"Schneesimsen-Fi-Wald; Gebüschvariante";"Pessière à  Luzule blanc-de-neige; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1056;56G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1057.000002;57BlG  ;Y;"Homogyno-Piceetum; Blockausbildung; Gebüschvariante";"Alpenlattich-Fichtenwald; Blockausbildung; Gebüschvariante";"Alpenlattich-Fi-Wald; Blockausbildung; Gebüschvariante";"Pessière à  Homogyne typique; var. à  gros blocs; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1057.00002;57CG   ;Y;"Homogyno-Piceetum calamagrostietosum villosae; Gebüschvariante";"Alpenlattich-Fichtenwald mit Wollreitgras; Gebüschvariante";"Alpenlattich-Fi-Wald mit Wollreitgras; Gebüschvariante";"Pessière à  Homogyne avec Calamagrostide velue; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1057.00007;57MG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1057.00012;57SG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1057.00014;57VG   ;Y;"Homogyno-Piceetum vaccinietosum myrtilli; Gebüschvariante";"Alpenlattich-Fichtenwald mit Heidelbeere; Gebüschvariante";"Alpenlattich-Fi-Wald mit Heidelbeere; Gebüschvariante";"Pessière à  Homogyne typique; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1058;58G    ;Y;"Larici-Piceetum typicum; Gebüschvariante";"Typischer Preiselbeer-Fichtenwald; Gebüschvariante";"Typischer Preiselbeer-Fi-Wald; Gebüschvariante";"Pessière à  Airelle typique; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1058.00002;58CG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1058.00006;58LG   ;Y;"Larici-Piceetum laserpitietosum halleri; Gebüschvariante";"Preiselbeer-Fichtenwald mit Laserkraut; Gebüschvariante";"Preiselbeer-Fi-Wald mit Laserkraut; Gebüschvariante";"Pessière à  Airelle avec Laser; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1059;59G    ;Y;"Larici-Pinetum cembrae typicum; Gebüschvariante";"Lärchen-Arvenwald mit Alpenrose; Gebüschvariante";"Lärchen-Arvenwald mit Alpenrose; Gebüschvariante";"Arolière à  Rhododendron; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1059.00001;59AG   ;Y;"Adenostylo-Laricetum; Gebüschvariante";"Hochstauden-Lärchenwald; Gebüschvariante";"Hochstauden-Lärchenwald; Gebüschvariante";"Mélézin à  Adénostyle; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1059.00002;59CG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1059.00004;59EG   ;Y;"Larici- Pinetum cembrae ericetosum; Gebüschvariante";"Lärchen-Arvenwald mit Erika; Gebüschvariante";"Lärchen-Arvenwald mit Erika; Gebüschvariante";"Arolière à  Bruyère; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1059.00005;59JG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1059.00006;59LG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1059.00012;59SG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1059.00014;59VG   ;Y;"Larici-Pinetum cembrae vaccinietosum myrtilli; Gebüschvariante";"Lärchen-Arvenwald mit Heidelbeere; Gebüschvariante";"Lärchen-Arvenwald mit Heidelbeere; Gebüschvariante";"Arolière à  Myrtille; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1059.1;59*G   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1060;60G    ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
1060.00001;60AG   ;Y;"Adenostylo-Piceetum athyrietosum distentifolii; Gebüschvariante";"Hochstauden-Fichtenwald mit Alpenwaldfarn; Gebüschvariante";"Hochstauden-Fi-Wald mit Alpenwaldfarn; Gebüschvariante";"Pessière à  hautes herbes avec Fougère alpestre; variante buissonnante";;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;keine Zuordung möglich;
1060.00004;60EG   ;;;;;;;;;;;;;;;;;;;;;;;;GüN;GEN;Gebüschwälder Nadel;Gebüschwälder;;;;
